Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-01-28 05:25:00+00:00,1225.6500244140625,1228.9000244140625,1225.6500244140625,1227.6500244140625,119515
2025-01-28 05:30:00+00:00,1231.0999755859375,1231.4000244140625,1225.0,1225.949951171875,248464
2025-01-28 05:35:00+00:00,1230.4000244140625,1231.75,1230.199951171875,1231.0,86526
2025-01-28 05:40:00+00:00,1231.0,1231.050048828125,1229.0,1230.4000244140625,85425
2025-01-28 05:45:00+00:00,1230.5999755859375,1231.300048828125,1229.3499755859375,1231.25,114361
2025-01-28 05:50:00+00:00,1232.199951171875,1232.800048828125,1229.25,1230.5999755859375,199922
2025-01-28 05:55:00+00:00,1232.050048828125,1232.75,1230.050048828125,1232.300048828125,141248
2025-01-28 06:00:00+00:00,1233.699951171875,1234.5,1232.0,1232.25,83270
2025-01-28 06:05:00+00:00,1234.699951171875,1234.949951171875,1233.0,1233.5999755859375,74825
2025-01-28 06:10:00+00:00,1236.449951171875,1237.5,1234.550048828125,1234.9000244140625,157678
2025-01-28 06:15:00+00:00,1235.9000244140625,1237.1500244140625,1234.0,1236.550048828125,88273
2025-01-28 06:20:00+00:00,1234.699951171875,1236.25,1234.4000244140625,1235.949951171875,47451
2025-01-28 06:25:00+00:00,1235.75,1237.0999755859375,1234.4000244140625,1234.800048828125,112141
2025-01-28 06:30:00+00:00,1237.199951171875,1238.0,1235.5,1236.0,98478
2025-01-28 06:35:00+00:00,1236.75,1238.9000244140625,1236.300048828125,1237.199951171875,82958
2025-01-28 06:40:00+00:00,1236.6500244140625,1238.0,1236.3499755859375,1236.75,109560
2025-01-28 06:45:00+00:00,1237.0,1237.0,1236.050048828125,1236.4000244140625,114726
2025-01-28 06:50:00+00:00,1235.4000244140625,1237.3499755859375,1234.75,1237.0999755859375,145519
2025-01-28 06:55:00+00:00,1234.3499755859375,1235.800048828125,1233.550048828125,1235.6500244140625,134192
2025-01-28 07:00:00+00:00,1235.550048828125,1236.0999755859375,1233.5999755859375,1234.300048828125,172498
2025-01-28 07:05:00+00:00,1234.8499755859375,1236.5,1234.800048828125,1235.5999755859375,165329
2025-01-28 07:10:00+00:00,1237.199951171875,1237.550048828125,1234.5999755859375,1234.9000244140625,151557
2025-01-28 07:15:00+00:00,1242.5,1243.199951171875,1237.0999755859375,1237.199951171875,229448
2025-01-28 07:20:00+00:00,1243.5,1243.8499755859375,1241.699951171875,1242.25,162143
2025-01-28 07:25:00+00:00,1241.199951171875,1244.0,1240.0,1243.5,122349
2025-01-28 07:30:00+00:00,1240.800048828125,1241.8499755859375,1240.25,1241.300048828125,72115
2025-01-28 07:35:00+00:00,1239.550048828125,1241.5,1239.0,1240.75,89421
2025-01-28 07:40:00+00:00,1241.0999755859375,1241.75,1239.550048828125,1239.699951171875,64173
2025-01-28 07:45:00+00:00,1241.699951171875,1242.449951171875,1240.699951171875,1241.3499755859375,54209
2025-01-28 07:50:00+00:00,1240.6500244140625,1242.550048828125,1240.300048828125,1241.949951171875,87464
2025-01-28 07:55:00+00:00,1238.4000244140625,1241.300048828125,1238.4000244140625,1240.3499755859375,81403
2025-01-28 08:00:00+00:00,1239.6500244140625,1240.449951171875,1237.75,1238.6500244140625,94112
2025-01-28 08:05:00+00:00,1241.300048828125,1241.800048828125,1238.5,1239.3499755859375,64761
2025-01-28 08:10:00+00:00,1241.75,1242.5,1241.0,1241.300048828125,90956
2025-01-28 08:15:00+00:00,1242.0999755859375,1243.5,1241.25,1241.25,65015
2025-01-28 08:20:00+00:00,1243.0,1243.199951171875,1241.4000244140625,1242.0999755859375,57589
2025-01-28 08:25:00+00:00,1242.6500244140625,1243.5,1241.550048828125,1243.1500244140625,71029
2025-01-28 08:30:00+00:00,1241.5999755859375,1244.699951171875,1241.3499755859375,1243.0,127717
2025-01-28 08:35:00+00:00,1240.5999755859375,1242.1500244140625,1240.3499755859375,1242.0,68780
2025-01-28 08:40:00+00:00,1239.3499755859375,1240.75,1239.1500244140625,1240.550048828125,83108
2025-01-28 08:45:00+00:00,1240.300048828125,1240.699951171875,1238.9000244140625,1239.199951171875,70163
2025-01-28 08:50:00+00:00,1239.25,1240.699951171875,1239.0,1240.5,50225
2025-01-28 08:55:00+00:00,1242.800048828125,1243.449951171875,1239.25,1239.25,90546
2025-01-28 09:00:00+00:00,1241.5,1243.050048828125,1241.199951171875,1242.75,70725
2025-01-28 09:05:00+00:00,1241.75,1242.1500244140625,1241.300048828125,1241.8499755859375,48872
2025-01-28 09:10:00+00:00,1240.800048828125,1241.75,1239.949951171875,1241.449951171875,92792
2025-01-28 09:15:00+00:00,1235.5,1241.4000244140625,1235.0,1241.0,427833
2025-01-28 09:20:00+00:00,1235.3499755859375,1236.1500244140625,1233.449951171875,1235.449951171875,324395
2025-01-28 09:25:00+00:00,1237.800048828125,1237.800048828125,1235.050048828125,1235.5999755859375,222327
2025-01-28 09:30:00+00:00,1231.9000244140625,1237.75,1231.9000244140625,1237.75,349062
2025-01-28 09:35:00+00:00,1235.0,1235.0,1230.5,1231.949951171875,225933
2025-01-28 09:40:00+00:00,1235.6500244140625,1236.3499755859375,1234.199951171875,1234.9000244140625,288027
2025-01-28 09:45:00+00:00,1234.3499755859375,1235.9000244140625,1234.199951171875,1235.199951171875,185163
2025-01-28 09:50:00+00:00,1235.449951171875,1235.5,1233.8499755859375,1234.699951171875,163682
2025-01-28 09:55:00+00:00,1234.4000244140625,1235.800048828125,1234.0,1235.449951171875,139325
2025-01-29 03:45:00+00:00,1234.1500244140625,1238.199951171875,1233.3499755859375,1235.699951171875,0
2025-01-29 03:50:00+00:00,1232.949951171875,1235.6500244140625,1232.8499755859375,1234.4000244140625,185315
2025-01-29 03:55:00+00:00,1230.1500244140625,1232.8499755859375,1229.0,1232.550048828125,192789
2025-01-29 04:00:00+00:00,1232.9000244140625,1233.0,1228.199951171875,1230.449951171875,96520
2025-01-29 04:05:00+00:00,1232.699951171875,1234.6500244140625,1232.0999755859375,1232.8499755859375,84166
2025-01-29 04:10:00+00:00,1235.050048828125,1236.1500244140625,1232.5999755859375,1232.6500244140625,105770
2025-01-29 04:15:00+00:00,1235.5,1236.0,1233.9000244140625,1235.199951171875,88013
2025-01-29 04:20:00+00:00,1235.4000244140625,1236.0999755859375,1235.0,1235.0,42372
2025-01-29 04:25:00+00:00,1234.699951171875,1235.449951171875,1233.25,1235.1500244140625,54156
2025-01-29 04:30:00+00:00,1237.199951171875,1238.0,1233.550048828125,1234.75,75608
2025-01-29 04:35:00+00:00,1238.25,1238.800048828125,1236.5999755859375,1236.5999755859375,74683
2025-01-29 04:40:00+00:00,1237.25,1239.5999755859375,1236.6500244140625,1238.199951171875,167242
2025-01-29 04:45:00+00:00,1235.199951171875,1237.0,1234.1500244140625,1237.0,75665
2025-01-29 04:50:00+00:00,1238.449951171875,1239.0,1235.5,1235.8499755859375,46595
2025-01-29 04:55:00+00:00,1238.0,1238.75,1236.75,1238.449951171875,42588
2025-01-29 05:00:00+00:00,1236.449951171875,1238.4000244140625,1236.4000244140625,1238.4000244140625,65221
2025-01-29 05:05:00+00:00,1236.449951171875,1237.4000244140625,1235.5,1236.5,45870
2025-01-29 05:10:00+00:00,1235.199951171875,1236.800048828125,1235.050048828125,1236.449951171875,27712
2025-01-29 05:15:00+00:00,1234.5999755859375,1236.0,1234.300048828125,1235.199951171875,39918
2025-01-29 05:20:00+00:00,1234.9000244140625,1235.6500244140625,1234.699951171875,1234.949951171875,21295
2025-01-29 05:25:00+00:00,1237.25,1237.25,1234.699951171875,1235.0999755859375,22895
2025-01-29 05:30:00+00:00,1237.449951171875,1238.0,1236.3499755859375,1237.300048828125,77138
2025-01-29 05:35:00+00:00,1238.25,1238.25,1237.25,1237.449951171875,20162
2025-01-29 05:40:00+00:00,1237.3499755859375,1238.75,1236.949951171875,1238.199951171875,57585
2025-01-29 05:45:00+00:00,1236.5,1237.9000244140625,1236.199951171875,1237.5,40263
2025-01-29 05:50:00+00:00,1233.449951171875,1237.050048828125,1231.5,1236.5,363348
2025-01-29 05:55:00+00:00,1238.0,1238.25,1233.0999755859375,1233.0999755859375,197028
2025-01-29 06:00:00+00:00,1239.0,1241.0,1237.5999755859375,1238.0,142981
2025-01-29 06:05:00+00:00,1238.5999755859375,1239.699951171875,1237.6500244140625,1239.449951171875,39904
2025-01-29 06:10:00+00:00,1238.75,1239.25,1237.5,1238.1500244140625,30940
2025-01-29 06:15:00+00:00,1240.300048828125,1240.3499755859375,1238.3499755859375,1238.75,55419
2025-01-29 06:20:00+00:00,1239.0,1240.5,1238.5999755859375,1240.300048828125,43266
2025-01-29 06:25:00+00:00,1239.75,1239.75,1238.25,1239.3499755859375,19106
2025-01-29 06:30:00+00:00,1239.8499755859375,1240.4000244140625,1238.9000244140625,1239.800048828125,93119
2025-01-29 06:35:00+00:00,1238.449951171875,1240.0,1237.949951171875,1239.949951171875,95026
2025-01-29 06:40:00+00:00,1240.5,1241.300048828125,1238.3499755859375,1238.3499755859375,124575
2025-01-29 06:45:00+00:00,1241.25,1242.75,1240.0999755859375,1240.449951171875,65510
2025-01-29 06:50:00+00:00,1241.1500244140625,1241.8499755859375,1240.5,1241.25,39743
2025-01-29 06:55:00+00:00,1241.0,1241.4000244140625,1240.25,1241.199951171875,120065
2025-01-29 07:00:00+00:00,1240.5,1241.449951171875,1240.1500244140625,1241.1500244140625,25901
2025-01-29 07:05:00+00:00,1241.300048828125,1241.9000244140625,1240.0999755859375,1240.5,38320
2025-01-29 07:10:00+00:00,1240.3499755859375,1241.5,1239.300048828125,1241.0999755859375,97193
2025-01-29 07:15:00+00:00,1239.4000244140625,1241.0,1239.050048828125,1240.3499755859375,32984
2025-01-29 07:20:00+00:00,1239.5,1240.300048828125,1238.9000244140625,1239.0999755859375,75335
2025-01-29 07:25:00+00:00,1239.949951171875,1240.800048828125,1238.5,1239.449951171875,48327
2025-01-29 07:30:00+00:00,1238.6500244140625,1240.1500244140625,1236.6500244140625,1239.5999755859375,86660
2025-01-29 07:35:00+00:00,1239.4000244140625,1239.800048828125,1237.699951171875,1238.550048828125,73842
2025-01-29 07:40:00+00:00,1238.9000244140625,1239.9000244140625,1238.3499755859375,1239.449951171875,42082
2025-01-29 07:45:00+00:00,1239.949951171875,1240.5999755859375,1238.5999755859375,1238.5999755859375,55437
2025-01-29 07:50:00+00:00,1240.75,1241.5,1239.75,1239.949951171875,67511
2025-01-29 07:55:00+00:00,1241.0999755859375,1241.5,1240.0999755859375,1240.75,30535
2025-01-29 08:00:00+00:00,1240.1500244140625,1241.0999755859375,1240.0,1240.800048828125,31688
2025-01-29 08:05:00+00:00,1240.1500244140625,1240.550048828125,1239.5,1240.1500244140625,48589
2025-01-29 08:10:00+00:00,1238.199951171875,1240.199951171875,1237.550048828125,1240.0999755859375,39282
2025-01-29 08:15:00+00:00,1238.300048828125,1238.699951171875,1237.75,1238.449951171875,48844
2025-01-29 08:20:00+00:00,1237.800048828125,1239.0,1237.25,1238.5999755859375,40186
2025-01-29 08:25:00+00:00,1237.9000244140625,1238.5999755859375,1237.050048828125,1237.8499755859375,39811
2025-01-29 08:30:00+00:00,1238.3499755859375,1239.4000244140625,1237.5999755859375,1237.9000244140625,34341
2025-01-29 08:35:00+00:00,1238.1500244140625,1238.699951171875,1237.800048828125,1238.3499755859375,27264
2025-01-29 08:40:00+00:00,1238.800048828125,1239.050048828125,1237.25,1238.0999755859375,56026
2025-01-29 08:45:00+00:00,1236.75,1239.199951171875,1236.5,1238.300048828125,39026
2025-01-29 08:50:00+00:00,1236.050048828125,1237.0999755859375,1235.5,1236.75,62485
2025-01-29 08:55:00+00:00,1235.0999755859375,1236.75,1233.800048828125,1235.5999755859375,95242
2025-01-29 09:00:00+00:00,1233.75,1236.0,1233.300048828125,1235.5999755859375,61621
2025-01-29 09:05:00+00:00,1235.449951171875,1236.25,1233.4000244140625,1233.75,62679
2025-01-29 09:10:00+00:00,1235.949951171875,1236.0,1235.0,1235.5,36712
2025-01-29 09:15:00+00:00,1234.8499755859375,1236.25,1234.5,1236.0,71828
2025-01-29 09:20:00+00:00,1235.050048828125,1235.5,1234.300048828125,1234.4000244140625,55201
2025-01-29 09:25:00+00:00,1234.4000244140625,1235.5,1234.0999755859375,1235.4000244140625,56175
2025-01-29 09:30:00+00:00,1234.4000244140625,1234.800048828125,1233.9000244140625,1234.800048828125,80377
2025-01-29 09:35:00+00:00,1235.050048828125,1235.6500244140625,1234.1500244140625,1234.4000244140625,217572
2025-01-29 09:40:00+00:00,1235.050048828125,1235.5999755859375,1234.550048828125,1235.25,114710
2025-01-29 09:45:00+00:00,1234.949951171875,1235.3499755859375,1234.5,1235.0,143100
2025-01-29 09:50:00+00:00,1235.800048828125,1235.949951171875,1234.449951171875,1234.8499755859375,145068
2025-01-29 09:55:00+00:00,1235.5,1239.0,1235.5,1235.699951171875,139242
2025-01-30 03:45:00+00:00,1236.0,1238.050048828125,1232.5,1235.25,0
2025-01-30 03:50:00+00:00,1236.949951171875,1237.5999755859375,1234.25,1235.5,89626
2025-01-30 03:55:00+00:00,1235.0,1238.949951171875,1234.199951171875,1236.9000244140625,105501
2025-01-30 04:00:00+00:00,1235.25,1236.8499755859375,1234.25,1234.800048828125,67789
2025-01-30 04:05:00+00:00,1235.550048828125,1236.699951171875,1234.75,1235.199951171875,39143
2025-01-30 04:10:00+00:00,1236.1500244140625,1236.4000244140625,1234.699951171875,1235.800048828125,48728
2025-01-30 04:15:00+00:00,1237.3499755859375,1238.449951171875,1236.0,1236.0,52065
2025-01-30 04:20:00+00:00,1237.6500244140625,1238.4000244140625,1236.25,1236.800048828125,57347
2025-01-30 04:25:00+00:00,1240.0999755859375,1240.3499755859375,1237.300048828125,1237.699951171875,94805
2025-01-30 04:30:00+00:00,1239.699951171875,1240.949951171875,1239.699951171875,1240.050048828125,80689
2025-01-30 04:35:00+00:00,1241.4000244140625,1241.4000244140625,1239.699951171875,1239.9000244140625,66006
2025-01-30 04:40:00+00:00,1240.4000244140625,1241.9000244140625,1240.0,1241.4000244140625,60886
2025-01-30 04:45:00+00:00,1241.199951171875,1241.5,1240.4000244140625,1240.4000244140625,41969
2025-01-30 04:50:00+00:00,1245.3499755859375,1245.9000244140625,1241.050048828125,1241.199951171875,147471
2025-01-30 04:55:00+00:00,1244.699951171875,1245.550048828125,1244.0,1245.300048828125,76113
2025-01-30 05:00:00+00:00,1242.699951171875,1245.25,1242.6500244140625,1244.949951171875,128426
2025-01-30 05:05:00+00:00,1245.199951171875,1245.699951171875,1242.300048828125,1242.5,108382
2025-01-30 05:10:00+00:00,1244.3499755859375,1245.6500244140625,1243.1500244140625,1245.0,109277
2025-01-30 05:15:00+00:00,1244.699951171875,1245.3499755859375,1243.6500244140625,1244.449951171875,48279
2025-01-30 05:20:00+00:00,1242.5,1244.8499755859375,1242.5,1244.699951171875,57398
2025-01-30 05:25:00+00:00,1242.199951171875,1242.9000244140625,1242.0,1242.5,37623
2025-01-30 05:30:00+00:00,1242.75,1243.949951171875,1242.5,1242.5,56763
2025-01-30 05:35:00+00:00,1245.699951171875,1245.699951171875,1242.3499755859375,1242.699951171875,85926
2025-01-30 05:40:00+00:00,1246.9000244140625,1247.1500244140625,1245.4000244140625,1245.4000244140625,139041
2025-01-30 05:45:00+00:00,1247.25,1249.25,1246.5,1246.9000244140625,162892
2025-01-30 05:50:00+00:00,1246.800048828125,1247.949951171875,1245.550048828125,1247.5999755859375,86411
2025-01-30 05:55:00+00:00,1246.6500244140625,1247.5,1246.0,1246.3499755859375,43778
2025-01-30 06:00:00+00:00,1246.1500244140625,1247.1500244140625,1245.5999755859375,1247.0,39946
2025-01-30 06:05:00+00:00,1246.75,1247.0,1244.8499755859375,1246.0,53892
2025-01-30 06:10:00+00:00,1248.0,1249.0,1246.5,1246.699951171875,71291
2025-01-30 06:15:00+00:00,1250.300048828125,1250.550048828125,1247.9000244140625,1248.300048828125,94312
2025-01-30 06:20:00+00:00,1250.6500244140625,1251.699951171875,1249.800048828125,1250.3499755859375,81775
2025-01-30 06:25:00+00:00,1252.25,1253.9000244140625,1249.199951171875,1250.5,443908
2025-01-30 06:30:00+00:00,1251.5999755859375,1252.5999755859375,1251.199951171875,1252.449951171875,44944
2025-01-30 06:35:00+00:00,1253.0,1253.0,1251.199951171875,1251.449951171875,60406
2025-01-30 06:40:00+00:00,1252.5999755859375,1254.3499755859375,1252.25,1253.0,57730
2025-01-30 06:45:00+00:00,1252.5999755859375,1254.199951171875,1251.6500244140625,1252.699951171875,99253
2025-01-30 06:50:00+00:00,1254.5,1255.449951171875,1252.3499755859375,1252.8499755859375,82848
2025-01-30 06:55:00+00:00,1254.449951171875,1255.949951171875,1253.5999755859375,1254.800048828125,75301
2025-01-30 07:00:00+00:00,1255.9000244140625,1256.4000244140625,1254.0999755859375,1254.449951171875,169558
2025-01-30 07:05:00+00:00,1255.5999755859375,1256.800048828125,1255.300048828125,1255.9000244140625,114790
2025-01-30 07:10:00+00:00,1255.800048828125,1256.4000244140625,1255.050048828125,1255.800048828125,46012
2025-01-30 07:15:00+00:00,1255.0999755859375,1256.199951171875,1254.800048828125,1256.199951171875,81251
2025-01-30 07:20:00+00:00,1251.550048828125,1255.5999755859375,1250.4000244140625,1255.449951171875,127838
2025-01-30 07:25:00+00:00,1251.800048828125,1252.800048828125,1250.4000244140625,1251.4000244140625,83663
2025-01-30 07:30:00+00:00,1253.699951171875,1255.0,1251.199951171875,1251.800048828125,55931
2025-01-30 07:35:00+00:00,1253.75,1254.5999755859375,1253.1500244140625,1254.300048828125,67316
2025-01-30 07:40:00+00:00,1254.25,1254.5,1253.3499755859375,1253.9000244140625,49240
2025-01-30 07:45:00+00:00,1254.050048828125,1254.6500244140625,1253.550048828125,1254.449951171875,46940
2025-01-30 07:50:00+00:00,1254.0999755859375,1254.75,1253.3499755859375,1254.050048828125,66276
2025-01-30 07:55:00+00:00,1253.75,1254.550048828125,1253.0,1254.0999755859375,64403
2025-01-30 08:00:00+00:00,1251.800048828125,1254.0,1251.25,1253.3499755859375,60828
2025-01-30 08:05:00+00:00,1251.5,1252.5,1251.1500244140625,1251.8499755859375,46854
2025-01-30 08:10:00+00:00,1249.699951171875,1252.050048828125,1249.0999755859375,1251.5,70401
2025-01-30 08:15:00+00:00,1248.300048828125,1250.300048828125,1247.8499755859375,1249.699951171875,85860
2025-01-30 08:20:00+00:00,1246.5999755859375,1248.699951171875,1246.0,1248.5,208963
2025-01-30 08:25:00+00:00,1247.0,1248.0999755859375,1245.449951171875,1246.5999755859375,69272
2025-01-30 08:30:00+00:00,1245.5999755859375,1247.4000244140625,1245.5,1247.0,210403
2025-01-30 08:35:00+00:00,1246.6500244140625,1247.9000244140625,1245.050048828125,1245.800048828125,160451
2025-01-30 08:40:00+00:00,1247.550048828125,1249.0,1246.5,1246.800048828125,93107
2025-01-30 08:45:00+00:00,1247.75,1249.800048828125,1246.8499755859375,1247.5999755859375,148764
2025-01-30 08:50:00+00:00,1248.449951171875,1249.0,1247.3499755859375,1247.800048828125,104727
2025-01-30 08:55:00+00:00,1247.0,1248.5999755859375,1246.199951171875,1248.449951171875,125656
2025-01-30 09:00:00+00:00,1247.699951171875,1248.550048828125,1246.800048828125,1247.0,201083
2025-01-30 09:05:00+00:00,1249.9000244140625,1250.449951171875,1246.550048828125,1247.0,127671
2025-01-30 09:10:00+00:00,1250.550048828125,1251.0,1249.5,1250.0,113927
2025-01-30 09:15:00+00:00,1250.199951171875,1252.0,1249.5,1250.949951171875,122078
2025-01-30 09:20:00+00:00,1249.050048828125,1250.25,1248.0,1250.25,150583
2025-01-30 09:25:00+00:00,1250.3499755859375,1250.75,1248.0,1248.800048828125,155101
2025-01-30 09:30:00+00:00,1252.699951171875,1253.3499755859375,1249.550048828125,1250.550048828125,605840
2025-01-30 09:35:00+00:00,1254.6500244140625,1254.800048828125,1252.5,1252.8499755859375,453690
2025-01-30 09:40:00+00:00,1252.449951171875,1254.9000244140625,1252.050048828125,1254.5999755859375,434204
2025-01-30 09:45:00+00:00,1253.300048828125,1254.0999755859375,1252.1500244140625,1252.449951171875,355232
2025-01-30 09:50:00+00:00,1252.8499755859375,1254.699951171875,1252.6500244140625,1253.25,394048
2025-01-30 09:55:00+00:00,1253.199951171875,1254.9000244140625,1252.199951171875,1252.8499755859375,332483
2025-01-31 03:45:00+00:00,1254.0999755859375,1256.5,1249.0999755859375,1249.0999755859375,0
2025-01-31 03:50:00+00:00,1254.25,1254.75,1252.949951171875,1254.050048828125,64543
2025-01-31 03:55:00+00:00,1257.25,1257.8499755859375,1254.25,1254.25,98081
2025-01-31 04:00:00+00:00,1256.800048828125,1258.550048828125,1256.25,1257.550048828125,72169
2025-01-31 04:05:00+00:00,1256.199951171875,1257.300048828125,1255.0,1256.6500244140625,57243
2025-01-31 04:10:00+00:00,1258.0,1258.0,1254.5,1256.199951171875,49010
2025-01-31 04:15:00+00:00,1258.699951171875,1259.9000244140625,1258.1500244140625,1258.6500244140625,120458
2025-01-31 04:20:00+00:00,1256.0999755859375,1259.0,1256.0,1258.9000244140625,72464
2025-01-31 04:25:00+00:00,1256.5999755859375,1257.5,1256.0,1256.300048828125,69244
2025-01-31 04:30:00+00:00,1256.949951171875,1257.800048828125,1256.0,1257.0,82624
2025-01-31 04:35:00+00:00,1252.0,1256.8499755859375,1251.75,1256.8499755859375,101095
2025-01-31 04:40:00+00:00,1253.4000244140625,1253.800048828125,1251.800048828125,1251.800048828125,40965
2025-01-31 04:45:00+00:00,1255.199951171875,1255.3499755859375,1253.0999755859375,1253.300048828125,55321
2025-01-31 04:50:00+00:00,1256.5,1256.9000244140625,1255.0,1255.0,70307
2025-01-31 04:55:00+00:00,1256.699951171875,1257.0,1256.0,1256.4000244140625,46962
2025-01-31 05:00:00+00:00,1257.800048828125,1258.050048828125,1256.3499755859375,1256.5999755859375,63906
2025-01-31 05:05:00+00:00,1256.550048828125,1258.0,1256.0,1257.800048828125,60492
2025-01-31 05:10:00+00:00,1256.3499755859375,1256.9000244140625,1255.699951171875,1256.699951171875,26538
2025-01-31 05:15:00+00:00,1255.9000244140625,1256.5999755859375,1255.550048828125,1256.3499755859375,33847
2025-01-31 05:20:00+00:00,1255.0,1255.9000244140625,1254.4000244140625,1255.9000244140625,36911
2025-01-31 05:25:00+00:00,1258.0,1258.0,1254.0,1254.8499755859375,115720
2025-01-31 05:30:00+00:00,1258.800048828125,1259.800048828125,1257.800048828125,1257.8499755859375,83810
2025-01-31 05:35:00+00:00,1258.25,1259.050048828125,1258.0999755859375,1259.0,31732
2025-01-31 05:40:00+00:00,1258.949951171875,1259.0,1258.0,1258.5,30333
2025-01-31 05:45:00+00:00,1260.9000244140625,1261.300048828125,1258.5999755859375,1258.5999755859375,111787
2025-01-31 05:50:00+00:00,1260.5,1262.9000244140625,1259.75,1260.949951171875,111005
2025-01-31 05:55:00+00:00,1260.050048828125,1262.3499755859375,1260.050048828125,1260.699951171875,74637
2025-01-31 06:00:00+00:00,1258.9000244140625,1260.0,1258.0999755859375,1260.0,68938
2025-01-31 06:05:00+00:00,1259.1500244140625,1259.699951171875,1258.199951171875,1258.9000244140625,40938
2025-01-31 06:10:00+00:00,1260.9000244140625,1261.050048828125,1258.3499755859375,1259.1500244140625,67348
2025-01-31 06:15:00+00:00,1261.0,1261.800048828125,1260.699951171875,1260.9000244140625,45343
2025-01-31 06:20:00+00:00,1261.3499755859375,1261.699951171875,1261.0,1261.0,24783
2025-01-31 06:25:00+00:00,1261.800048828125,1261.800048828125,1261.0,1261.5,37805
2025-01-31 06:30:00+00:00,1260.0999755859375,1261.8499755859375,1260.050048828125,1261.699951171875,48917
2025-01-31 06:35:00+00:00,1261.0999755859375,1262.6500244140625,1259.5999755859375,1260.300048828125,60637
2025-01-31 06:40:00+00:00,1261.300048828125,1261.550048828125,1261.0,1261.199951171875,25118
2025-01-31 06:45:00+00:00,1260.6500244140625,1261.3499755859375,1260.0,1261.300048828125,51981
2025-01-31 06:50:00+00:00,1260.4000244140625,1260.8499755859375,1259.8499755859375,1260.5999755859375,42857
2025-01-31 06:55:00+00:00,1261.199951171875,1261.75,1259.5999755859375,1260.300048828125,37137
2025-01-31 07:00:00+00:00,1262.1500244140625,1262.3499755859375,1260.25,1261.199951171875,43097
2025-01-31 07:05:00+00:00,1263.1500244140625,1263.949951171875,1261.6500244140625,1261.9000244140625,62894
2025-01-31 07:10:00+00:00,1262.25,1263.8499755859375,1261.8499755859375,1263.8499755859375,35812
2025-01-31 07:15:00+00:00,1262.199951171875,1262.300048828125,1261.199951171875,1262.25,38360
2025-01-31 07:20:00+00:00,1261.550048828125,1262.3499755859375,1261.0,1262.199951171875,36480
2025-01-31 07:25:00+00:00,1261.75,1261.949951171875,1261.0,1261.6500244140625,41859
2025-01-31 07:30:00+00:00,1261.550048828125,1262.5,1261.25,1261.75,36193
2025-01-31 07:35:00+00:00,1261.25,1261.800048828125,1261.0,1261.3499755859375,33565
2025-01-31 07:40:00+00:00,1262.9000244140625,1262.9000244140625,1261.1500244140625,1261.550048828125,42859
2025-01-31 07:45:00+00:00,1264.0,1264.0,1262.5,1262.9000244140625,90279
2025-01-31 07:50:00+00:00,1263.6500244140625,1264.300048828125,1263.0,1263.6500244140625,71953
2025-01-31 07:55:00+00:00,1264.1500244140625,1264.800048828125,1263.4000244140625,1263.4000244140625,54616
2025-01-31 08:00:00+00:00,1264.4000244140625,1264.800048828125,1263.449951171875,1264.300048828125,68588
